,Fact,Note
9595,"
        Maïté cuisine pour Chuck Norris.
 ",6.85 / 10 
9596,"
        Chuck Norris a deux mains droites
 ",6.85 / 10 
9597,"
        On dit de Chuck Norris qu'il a un coeur de pierre... En fait, il est en titane!
 ",6.85 / 10 
9598,"
        Quand Chuck Norris parle, même les oiseaux se taisent.
 ",6.85 / 10 
9599,"
        Quand Chuck Norris  boit la tasse , il n'a pas d'eau dans la bouche.
 ",6.85 / 10 
9600,"
        Chuck Norris peut envoyer un texto par la pensée.
 ",6.85 / 10 
9601,"
        Chuck Norris peut jouer au Basketball avec les pieds.
 ",6.85 / 10 
9602,"
        comment pese-t-on 2 éléphants? 
1 on met Chuck Norris sur la balance
2 un éléphant dans chaque bras 
3 le poids total moins celui de Chuck Norris.
 ",6.85 / 10 
9603,"
        Chuck Norris a banni les arc-en-ciel du Dakota du Nord.
 ",6.85 / 10 
9604,"
        C'est en voyant Chuck Norris que les parents d'E.T se sont barrés en vitesse de la terre !
 ",6.85 / 10 
9605,"
        Galadriel n'a jamais rien offert à Chuck Norris. Pas besoin.
 ",6.85 / 10 
9606,"
        Chuck Norris ne porte pas d'arme, son regard suffit à fusiller ses ennemis.
 ",6.85 / 10 
9607,"
        Un volcan sert de toilettes à Chuck Norris
 ",6.85 / 10 
9608,"
        Chuck Norris a pas besoin de bip pour ouvrir son parking, il le siffle.
 ",6.85 / 10 
9609,"
        Pendant des années au Japon, Alain Delon s'est fait passé pour Chuck Norris.
 ",6.85 / 10 
9610,"
        Quand Chuck Norris se connecte à msn, il n'y a pas marqué ""Chuck vient de se connecter"", mais ""Fait gaffe a Chuck qui vient de se connecter"".
 ",6.85 / 10 
9611,"
        Que Michel Polnareff arrête de chercher, c'est Chuck Norris qui a tué Grand Maman.
 ",6.85 / 10 
9612,"
        Chuck Norris ne parle JAMAIS dans sa barbe, c'est sa barbe qui parle pour lui.
 ",6.85 / 10 
9613,"
        Cest Chuck Norris qui a scalpé Kojak.
 ",6.85 / 10 
9614,"
        Chuck Norris a compris ""Lost Highway"".
 ",6.85 / 10 
9615,"
        Chuck Norris n'a pas besoin de manger, il est autotrophe
 ",6.85 / 10 
9616,"
        Personne n'ose faire des blagues sur les blondes quand la femme de Chuck Norris est dans les parages.
 ",6.85 / 10 
9617,"
        A chaque concert de Patrick Bruel, les filles tombaient dans les pommes en pensant à Chuck Norris
 ",6.85 / 10 
9618,"
        Chuck Norris ne va pas a Lagardère et Lagardère ne vient pas non plus car Chuck fait peur.
 ",6.84 / 10 
9619,"
        L' antartique n' est pas la pour rien, c' est un glacon pour le cocktail de Chuck Norris.
 ",6.84 / 10 
9620,"
        Ce que l'avenir vous promet, Chuck Norris vous l'apporte. Un poing dans la gueule!
 ",6.84 / 10 
9621,"
        Si Chuck Norris porte un chapeau, c'est pour cacher son deuxième cerveau.
 ",6.84 / 10 
9622,"
        Jean-Claude VanDamme est le prophète de Chuck Norris
 ",6.84 / 10 
9623,"
        Jacques Audiard a décidé de tourner ""De battre mon coeur s'est arrété"" le jour où Chuck Norris a tourné une scène à quelques metres de lui.
 ",6.84 / 10 
9624,"
        Quand on cherche Chuck Norris, c'est toujours la Mort qu'on trouve...
 ",6.84 / 10 
9625,"
        Chuck Norris n'a pas inventé l'eau chaude, elle devient naturellement chaude à son contact.
 ",6.84 / 10 
9626,"
        Chuck Norris joue au football avec une boule de bownling.
 ",6.84 / 10 
9627,"
        C'est pour avoir l'impression de taper aussi fort que Chuck Norris que l'homme a crée le poing américain.
 ",6.84 / 10 
9628,"
        L'album ""Chuck"" de Sum 41 est en réalité un hommage à Chuck Norris.
 ",6.84 / 10 
9629,"
        Chuck Norris peut se baigner dans un cours d'eau infesté de piranhas et en ressortir sans une égratignure.... et en général quand il sort il dit "" j'ai bien mangé! ""
 ",6.84 / 10 
9630,"
        Chuck Norris ne mange pas. Chuck Norris ne boit pas. Chuck Norris ne dort pas. Chuck Norris TUE !!!
 ",6.84 / 10 
9631,"
        Notre univers consiste en un système Chuck Norris-centrique.
 ",6.84 / 10 
9632,"
        Chuck norris peut pecher en plein pacifique en étant lui meme l'hamecon
 ",6.84 / 10 
9633,"
        La biographie de Chuck Norris est la vraie bible
 ",6.84 / 10 
9634,"
        Quand Chuck Norris a passé son permis, c'est l'examinateur qui a été ajourné.
 ",6.84 / 10 
9635,"
        Le terrible virus de la fièvre pourpre de nouvelle calédonie à envoyé un recommandé à Chuck Norris pour avoir la permission de l'infecter. Ce virus n'a plus été vu depuis.
 ",6.83 / 10 
9636,"
        Quand Chuck Norris achète des actions en bourse, celles-ci voient leur cours monter immédiatement
 ",6.83 / 10 
9637,"
        Chuck Norris est la vraie raison de la venue des transformers sur terre
 ",6.83 / 10 
9638,"
        La seule personne à qui Brice de Nice ne dira jamais ""JE t'ai cassé"" est bien evidement Chuck Norris!
 ",6.83 / 10 
9639,"
        Chuck Norris n'a pas de chien, il l'a déjà mangé.
 ",6.83 / 10 
9640,"
        Chuck Norris ne sait pas que le mot «Non» existe.
 ",6.83 / 10 
9641,"
        On n'engueule pas chuck norris , on lui dit merci !!!
 ",6.83 / 10 
9642,"
        Quand Chuck Norris était à l'état d'embryon, sa barbe était déjà là.
 ",6.83 / 10 
9643,"
        Et puis, Chuck Norris créa l'homme à son image...
 ",6.83 / 10 
9644,"
        Quand Chuck norris dit : ""pour toi public"", Franck Dubosc ne critique pas.
 ",6.83 / 10 
9645,"
        Chuck Norris peut arrêter une balle de revolver rien qu'en la regardant
 ",6.83 / 10 
9646,"
        A la fin de l'année scolaire, c'est Chuck Norris qui décidait qui allait passer en classe supérieur avec lui et qui allait doubler.
 ",6.83 / 10 
9647,"
        Pour qu'une loi s'applique à Chuck Norris, il doit être explicitement cité dans celle-ci.
 ",6.82 / 10 
9648,"
        Vous vous rappelez de l'Union Sovietique ? Ils ont décidé d'abandonner après avoir regardé un marathon DeltaForce sur le Satellite.
 ",6.82 / 10 
9649,"
        Chuck Norris ne déteste pas le commun des mortels, il le méprise, c'est tout.
 ",6.82 / 10 
9650,"
        Les moines du temple Shalon prient Chuck Norris
 ",6.82 / 10 
9651,"
        Chuck Norris n' a jamais pété après avoir mangé un Chilli con Carne.
 ",6.82 / 10 
9652,"
        Chuck Norris a tué Bruce Lee. Evidemment...
 ",6.82 / 10 
9653,"
        Si les ressources en pétrole chutent, c'est parce que Chuck Norris ne boit que du pétrole.
 ",6.82 / 10 
9654,"
        Chuck Norris est le seul a pouvoir tenir 1 journée en apnée.
 ",6.82 / 10 
9655,"
        Quand Chuck Norris a faim, il tourne un navet.
 ",6.82 / 10 
9656,"
        C'est Chuck Norris qui a réuni Sonic et Mario dans le même jeu.
 ",6.82 / 10 
9657,"
        Chuck Norris aime manger Vietnamien.
 ",6.82 / 10 
9658,"
        Il ne faut pas mettre la charrue devant Chuck Norris.
 ",6.82 / 10 
9659,"
        Chuck Norris se fait des rails de Kate Moss.
 ",6.82 / 10 
9660,"
        Chuck Norris n'a pas besoin qu'on lui donne l'envie, ni l'envie d'avoir envie.
 ",6.82 / 10 
9661,"
        G.I. Joe, c'est un peu le Chuck Norris des jouets
 ",6.82 / 10 
9662,"
        Si tous les chemins menaient vraiment à Rome, Chuck Norris serait le maire de Rome
 ",6.82 / 10 
9663,"
        Quand les chiens aboient, la caravane attend l'ordre de Chuck Norris pour passer.
 ",6.82 / 10 
9664,"
        Chuck Norris n'est jamais embêté par le camion poubelle en allant au travail le matin.
 ",6.82 / 10 
9665,"
        Quand Chuck Norris se deconnecte d'MSN, Tout le monde le débloque et lance un ""Ouuf..""
 ",6.82 / 10 
9666,"
        Un jour, Chuck Norris a oublié sa ceinture sur Saturne...
 ",6.82 / 10 
9667,"
        Pour résoudre le réchauffement climatique, il suffirait de demander à Chuck Norris de repousser un peu le soleil.
 ",6.81 / 10 
9668,"
        Chuck Norris n'a pas besoin de gilet par-balles, ses pectoraux font l'affaire.
 ",6.81 / 10 
9669,"
        L'animal de compagnie de Chuck Norris , est un petit tyranosaurus de seulement 9m de haut et et de 14m de longueur... Quand Chuck Norris lui demande de ramener il raméne toujours et quand Chuck Norris lui jette quelque chose c'est un baobab , Chuck est trés heureux avec une créature qui lui ressemble...
 ",6.81 / 10 
9670,"
        Chuck Norris est à l'origine de tout arbre généalogique.
 ",6.81 / 10 
9671,"
        Quand Chuck Norris regarde une grille de sudoku, la grille se remplit toute seule.
 ",6.81 / 10 
9672,"
        Quand Chuck Norris visite les chutes du Niagara, elles font silence, car Chuck Norris aime la tranquilité.
 ",6.81 / 10 
9673,"
        ""Destination Finale"" est un hommage à Chuck Norris.
 ",6.81 / 10 
9674,"
        C'est grace à Chuck Norris qu'on sait où se situent les abdominaux
 ",6.81 / 10 
9675,"
        Chuck norris a terminé Alerte Rouge avec un conscrit
 ",6.81 / 10 
9676,"
        Chuck Norris prend des photos rien qu'en clignant des yeux
 ",6.81 / 10 
9677,"
        Chuck Norris peut battre Galactus d'une seule main et les pieds attachés au sol.
 ",6.81 / 10 
9678,"
        Chaque année et le même jour, Chuck Norris ne sort pas de chez lui. On en a emprofité ce jour pour créer le poisson d'avril.
 ",6.81 / 10 
9679,"
        Chuck Norris connait le nom de la fille de la Mariée dans Kill Bill.
 ",6.81 / 10 
9680,"
        La constellation de Chuck Norris se trouve sur Holywood Boulevard.
 ",6.81 / 10 
9681,"
        Dieu te choisit pour aller au paradis
Chuck te choisit pour aller en enfer
 ",6.81 / 10 
9682,"
        Chuck Norris est vraiment né dans un chou.
 ",6.81 / 10 
9683,"
        Chuck Norris retombe toujours sur ses pattes.
 ",6.81 / 10 
9684,"
        Chuck Norris na pas besoin dêtre invité chez Michel Drucker.
 ",6.8 / 10 
9685,"
        C'est Chuck Norris qui a tourné dans la premiere version de la publicité Charal.
 ",6.8 / 10 
9686,"
        Un jour un homme a voulu lancer un nouveau jeu où il fallait completer un nom ""CH-CK N-R-IS""...il a fini pendu.
 ",6.8 / 10 
9687,"
        En 1789, c'est Chuck Norris qui mugissait dans nos campagnes, qui venait jusque dans nos bras égorger nos fils et nos compagnes.
 ",6.8 / 10 
9688,"
        Ce sont les machines à sous qui introduisent la pièce dans Chuck Norris
 ",6.8 / 10 
9689,"
        Quand tu gagnes à un jeu multijouer en ligne, dis-toi bien que c'est Chuck Norris qui a bien voulu te laisser gagner.
 ",6.8 / 10 
9690,"
        Depuis la deuxième saison de Texas Ranger, tous les méchants sont des des personnages virtuels ajoutés via un ordinateur, car tous les cascadeurs de la Terre ont été estropiés par Chuck Norris sur la première saison.
 ",6.8 / 10 
9691,"
        Pendant la guerre du Golfe, Chuck Norris était au Darfour, l'ennemi était invisible mais Chuck l'a tué...
 ",6.8 / 10 
9692,"
        Quand Chuck Norris va au bowling, il ne change pas de chaussures.
 ",6.8 / 10 
9693,"
        Chuck Norris a exploré le fond de la fosse des mariannes avant l'invention de la bombonne d'oxygene.
 ",6.8 / 10 
9694,"
        Quand Homer voit Chuck Norris, il lui propose tout ces donuts de peur de se faire tuer.
 ",6.8 / 10 
9695,"
        Il suffit de suivre la ligne verte pour trouver Chuck Norris
 ",6.8 / 10 
9696,"
        Les lacets de Chuck Norris ne se défont jamais.
 ",6.8 / 10 
9697,"
        Quand Chuck Norris cherche des champignons, ils sautent directement dans son panier.
 ",6.8 / 10 
9698,"
        Chuck Norris ne donne pas d'argent pour combattre le cancer. Il donne des roundhouse kick.
 ",6.8 / 10 
9699,"
        Le Titanic n'a pas coulé à cause d'un iceberg. C'est Chuck Norris qui était énervé d'avoir trop attendu au bar.
 ",6.8 / 10 
9700,"
        Le sexe de Chuck Norris est en réalité un muscle, je vous laisse imaginer sa taille ...
 ",6.8 / 10 
9701,"
        Même complètement bourré, quand souffle dans l'éthylomètre, Chuck Norris a toujours 0 gramme d'alcool dans le sang.
 ",6.8 / 10 
9702,"
        Les montagnes sont apparues le jour où Chuck Norris a voulu essayer la paire de skis qu'il avait créée.
 ",6.8 / 10 
9703,"
        Chuck Norris a inventé l'heure pour pouvoir battre ses records d'hommes tués le plus rapidement possible.
 ",6.8 / 10 
9704,"
        Cauet rêve de tester la méthode Chuck Norris.
 ",6.79 / 10 
9705,"
        La marque préférée de céréales de Chuck Norris sont les ""Kellogg's billes et gravier"".
 ",6.79 / 10 
9706,"
        Bruce Lee n'est pas mort accidentellement. Chuck Norris l'a tué après le tournage de La fureur du Dragon.
 ",6.79 / 10 
9707,"
        Quand Chuck Norris regarde le ciel, le ciel ce cache.
 ",6.79 / 10 
9708,"
        Chuck Norris ne court pas , de peur de déclencher des rafales de vent.
 ",6.79 / 10 
9709,"
        Le point commun de toutes les sectes est leur gourou : Chuck Norris.
 ",6.79 / 10 
9710,"
        Chuck Norris a mangé Steven Seagal
 ",6.79 / 10 
9711,"
        Le secret de la technique de momification des égyptiens est une photo de Chuck Norris qu'on montrait à la personne à momifier.
 ",6.79 / 10 
9712,"
        Saddam Hussein a déjà vu Chuck Norris, mais le lendemain il a été pendu
 ",6.79 / 10 
9713,"
        ""Norris"" est un anagramme de ""rirons"". Quand Chuck Norris a appris ça, il a totalement éradiqué le concept des anagrammes.
 ",6.79 / 10 
9714,"
        Chuck Norris n'ouvre pas les paquets de chips, il les éventre.
 ",6.79 / 10 
9715,"
        Chuck Norris ne jure que par Chuck Norris
 ",6.79 / 10 
9716,"
        Quand Chuck Norris en a marre de tuer des gens, il les bannit de l'univers.
 ",6.79 / 10 
9717,"
        Chuck Norris ne crache pas dans son Yop.
 ",6.79 / 10 
9718,"
        Quand on regarde le soleil dans un miroir on y voit Chuck Norris sourire.
 ",6.78 / 10 
9719,"
        Si Paris Hilton a un tel comportement c'est qu'elle essaie désespérément de séduire Chuck Norris
 ",6.78 / 10 
9720,"
        Le chien de Chuck Norris ne connait qu'un seul ordre... ""attaque !""
 ",6.78 / 10 
9721,"
        Chuck Norris peut usiner une pièce à main nue!!
 ",6.78 / 10 
9722,"
        Quand on serre la main de Chuck Norris on parle de rencontre avec Dieu.
 ",6.78 / 10 
9723,"
        l'expansion de l'univers dépend de la taille de la pupille de Chuck Norris
 ",6.78 / 10 
9724,"
        Chuck Norris sait ce qu'il se passe derrière le Mur de Planck, il s'y planque régulièrement avec fierté...
 ",6.78 / 10 
9725,"
        Quand Chuck Norris veut déplacer une montagne, il pousse le continent.
 ",6.78 / 10 
9726,"
        Quand Chuck Norris bronze sur le sable, il vitrifie la plage.
 ",6.78 / 10 
9727,"
        Chuck Norris n'a pas besoin d'appuyer sur ""demarrer"" pour arreter son ordinateur. Son ordinateur s'arrete tout seul.
 ",6.78 / 10 
9728,"
        Chuck Norris ne porte pas de chapeau, les chapeaux viennent faire l'amour au crâne de Chuck Norris.
 ",6.77 / 10 
9729,"
        L'ordinateur idéal est aussi puissant que Chuck Norris.
 ",6.77 / 10 
9730,"
        Bien mal acquis profite à Chuck Norris, s'il décide qu'il en sera ainsi.
 ",6.77 / 10 
9731,"
        C'est Chuck Norris qui décide si les articles de Wikipédia sont valables ou non.
 ",6.77 / 10 
9732,"
        Quand Chuck Norris veut éteindre la lumière, il souffle sur le soleil.
 ",6.77 / 10 
9733,"
        Vous pensiez tous que David Copperfield avait fait disparaitre la statue de la libertée? FAUX! C'est en fait Chuck Norris qui lui a dit d'aller se cacher puis de revenir.
 ",6.77 / 10 
9734,"
        Avant, Norris Elstine était gay, sa femme a été très chuckée, alors il est parti à l'île Norris pour se soigner le norrifice avec son fils et la norris. Arrivé là-bas, il a dit ""what the chuck! à chuck fois c'est pareil, pas de norris cantonais. Comment y veulent que je me norrisse""
 ",6.77 / 10 
9735,"
        Chuck Norris fait griller ces saucisses sans grill.
 ",6.77 / 10 
9736,"
        Chuck Norris sait coller une retenue au directeur.
 ",6.77 / 10 
9737,"
        Sonic est le hérisson domestique de Chuck Norris.
 ",6.77 / 10 
9738,"
        C'est Chuck Norris qui a appris a James Bond comment ne pas ressentir les décalage horaires.
 ",6.77 / 10 
9739,"
        Chuck Norris possède deux chaines de télévision à son honneur: CNN et Cartoon Network. Si on les décode, on peut voir des images exclusives de Chuck qui s'entraine.
 ",6.77 / 10 
9740,"
        Chuck Norris ne fait pas de Fitness, son physique est naturellement parfait.
 ",6.77 / 10 
9741,"
        Chuck Norris n'a pas de menton sous sa barbe, seulement un troisièmme poing
 ",6.77 / 10 
9742,"
        Même Sweeney Todd ne peut raser Chuck Norris.
 ",6.77 / 10 
9743,"
        Chuck Norris n'a pas joué dans ""Alerte à malibu"", sinon ils auraient du renommer la série ""Alerte à Chuck Norris"".
 ",6.77 / 10 
9744,"
        Les premiers mots de Chuck furent : ""Kill"", ""Destroy"" et ""Kick"".
 ",6.77 / 10 
9745,"
        Chuck Norris peut forcer une poule à pondre trente oeufs par jour, s'il le veut.
 ",6.77 / 10 
9746,"
        Il ny a que deux éléments dans linformatique de base : Le « Chuck » et le « Norris ».
 ",6.77 / 10 
9747,"
        Chuck Norris est plus ""aware"" que Jean-Claude VanDamme.
 ",6.77 / 10 
9748,"
        Un jour un homme qui sappelle Nrtgyùd Stpmuèéstrz a insulté Chuck Norris et depuis personne ne sais comment prononcer le nom de cet homme
 ",6.76 / 10 
9749,"
        Les fantômes ont peur de Chuck Norris.
 ",6.76 / 10 
9750,"
        Le système solaire possède toujours 9 planètes: Mercure, Vénus, la Terre, Mars, Jupiter, Saturne, Uranus, Neptune et Chuck Norris
 ",6.76 / 10 
9751,"
        Quand chuck Norris veut. Chuck Norris pense. Et chuck Norris obtient. Un poing c'est tout !
 ",6.76 / 10 
9752,"
        Obelix découvrit la peur en voyant Chuck Norris
 ",6.76 / 10 
9753,"
        Les moustiques se brisent la trompe en voulant sucer chuck norris
 ",6.76 / 10 
9754,"
        dans les années 30, la prohibition a été mise en place pour que personne ne cherche d'embrouilles à chuck norris !
 ",6.76 / 10 
9755,"
        Bordeaux est devenu patrimoine mondial depuis que Chuck Norris à soulagé sa vessie Place de la Bourse.
 ",6.76 / 10 
9756,"
        quand chuck norris va en boite c'est lui le videur
 ",6.76 / 10 
9757,"
        C'est Chuck Norris qui a écrit la recette du Coca-Cola.
 ",6.76 / 10 
9758,"
        Chuck Norris peut faire du toboggan sur un arc-en-ciel.
 ",6.76 / 10 
9759,"
        ""Haribo c'est beau la vie... "" les créateurs d'Haribo ne connaissaient pas Chuck Norris...
 ",6.76 / 10 
9760,"
        La cuisson des steacks de Chuck Norris est ""sanguinolant"".
 ",6.76 / 10 
9761,"
        Chuck Norris, l'homme qui murmurait à l'oreille de Robert Redford.
 ",6.76 / 10 
9762,"
        Chuck Norris ne fait pas de haka avant le combat, sinon ses adversaires mourraient de peur avant même le début du combat.
 ",6.75 / 10 
9763,"
        Si DIE HARD 4 est aussi nul, c'est parce que Chuck Norris a tué le vrai John McClane
 ",6.75 / 10 
9764,"
        A chaque fois que Chuck Norris pète, il se fait un nouveau trou de balle !
 ",6.75 / 10 
9765,"
        Si tu ne vas pas à Chuck Norris , Chuck Norris ira à toi !
 ",6.75 / 10 
9766,"
        Quand Chuck Norris écrit à la craie, il ne se salit pas les mains.
 ",6.75 / 10 
9767,"
        ""Quand la Chine s'éveillera, le monde tremblera""....sauf Chuck Norris.
 ",6.75 / 10 
9768,"
        Chuck Norris sait ce que deviennent les valses de Viennes.
 ",6.75 / 10 
9769,"
        Les sangsues glissent sur la peau de Chuck Norris
 ",6.75 / 10 
9770,"
        La première parole que l'Homme prononça sur terre fut : ""Chuck Norris""
 ",6.75 / 10 
9771,"
        Ce n'est pas Marion Cotillard qui a joué dans ""la môme"", mais bien Chuck Norris grace à son incroyable talent du camouflage...
 ",6.75 / 10 
9772,"
        Une fois Chuck Norris s'est fait piéger... Là c'est toi qu'il vient de piéger !! Chuck Norris ne se fait jamais piéger !
 ",6.75 / 10 
9773,"
        Chuck Norris a décapité tout les Hells Angels avec son ceinturon, et en un seul geste.
 ",6.75 / 10 
9774,"
        Chuck Norris à les chevilles qui enflent uniquement lorsqu'il marche sur la lave en fusion
 ",6.75 / 10 
9775,"
        Chuck Norris connait l'existence de ce site; il en propose regulierement.
dont celle-ci
 ",6.75 / 10 
9776,"
        Chuck Norris ne va jamais à la montagne...C'est la montagne qui vient à Chuck Norris
 ",6.75 / 10 
9777,"
        Les Hackers évitent d'aller chez Chuck Norris , car Chuck Norris Risquerait de leur botter le cul par ecran interposés
 ",6.75 / 10 
9778,"
        La fin du monde, de l'univers, ne sera en aucun cas celle de Chuck Norris.
 ",6.75 / 10 
9779,"
        Chuck Norris a déjà voulu des piercings, mais rien n'était assez pointu pour perforer sa peau.
 ",6.75 / 10 
9780,"
        Il faut appeler un chat un ""chat"", par contre il ne faut jamais appeler Chuck Norris.
 ",6.75 / 10 
9781,"
        Hé Neil amstrong tu veux pas aller voir ce que fout Chuck Norris ? sa femme vient de lui demander de décrocher un truc et je le trouve plus
 ",6.75 / 10 
9782,"
        pourquoi Chuck Norris ne joue pas au Maillon Faible ?
- Parce qu'il est le meilleur, tout simplement...
 ",6.75 / 10 
9783,"
        Chuck Norris connait l'équation de l'anti-vie. Mais il trouve ça trop lent.
 ",6.74 / 10 
9784,"
        Chuck Norris peut téléphoner a ses amis en faisant des abdos, sans bafouiller.
 ",6.74 / 10 
9785,"
        Si Spock avait mieux suivi les enseignements de Chuck Norris, sa prise vulcaine aurait décimé des centaines de galaxies!
 ",6.74 / 10 
9786,"
        Chuck Norris peut digérer une choucroute avariée depuis 18 mois...
 ",6.74 / 10 
9787,"
        Les lunettes 3D servent à avoir les mêmes sensations que Chuck Norris quand il va au cinéma.
 ",6.74 / 10 
9788,"
        Quand Chuck Norris va faire le plein, le prix du barril baisse. Il a si peur.
 ",6.74 / 10 
9789,"
        Chuck Norris a le droit de prendre le bus sans payer.
 ",6.74 / 10 
9790,"
        Tous les vaccins sont issus de Chuck Norris.
 ",6.74 / 10 
9791,"
        Ce site n'a pas été créé pour les fans de Chuck Norris... les fans l'on créé pour Chuck Norris
 ",6.74 / 10 
9792,"
        Le chien est le meilleur ami de l'homme. Chuck Norris n'a pas d'amis.
 ",6.74 / 10 
9793,"
        On ne dit pas ""tu assures un max"" mais ""tu ne serais pas le fils de Chuck Norris?""
 ",6.74 / 10 
9794,"
        Quand Chuck Norris ouvre la bouche pour bailler, il provoque une dépression atmosphérique.
 ",6.74 / 10 
9795,"
        Chuck Norris n'a pas de numéro de sécu. Il n'est jamais malade.
 ",6.74 / 10 
9796,"
        Quand Chuck Norris part en vacances en Camargue, les moustiques disparaissent
 ",6.73 / 10 
9797,"
        Quand Chuck Norris tape dans ses mains, on entend le tonnerre.
 ",6.73 / 10 
9798,"
        Il y a des millénaires, Chuck Norris a combattu un ours, celui ci s'est enfui dans le Nord pour lui échapper, pétrifié par la terreur, sa fourrure (ainsi que celle de ses descendants) est devenue irrémédiablement blanche.
 ",6.73 / 10 
9799,"
        parental advisory explicit Chuck Norris
 ",6.73 / 10 
9800,"
        Les barrières des péages se lèvent automatiquement à l'arrivée du pickup de Chuck Norris.
 ",6.73 / 10 
9801,"
        Chuck Norris ne se brule pas avec du feu,mais le feu se Chuck Norris...
 ",6.73 / 10 
9802,"
        Quand la nuit tombe, c'est Chuck Norris qui allume les étoiles.
 ",6.73 / 10 
9803,"
        Chuck Norris déteste Noël. C'est le seul jour de l'année ou il n'est plus vénéré
 ",6.73 / 10 
9804,"
        Chuck Norris ne joue pas à Hellgate, mais par contre il en fait une version grandeur nature tous les dimanches soirs.
 ",6.73 / 10 
9805,"
        Quand Chuck Norris termine Metroid, il y a un bonus à la fin.
 ",6.73 / 10 
9806,"
        La cigarette tue car elle contient de l'acide cyanhydrique et du Chuck Norris.
 ",6.73 / 10 
9807,"
        Un jour Chuck Norris pris un enfant dans ses mains, ce fut le premier albinos
 ",6.73 / 10 
9808,"
        Quand Chuck Norris demande son chemin on lui répond.
 ",6.72 / 10 
9809,"
        La montre-bracelet de Chuck Norris est ceinture noire de Taek-Won-Do.
 ",6.72 / 10 
9810,"
        Après une soirée bien arrosée où Chuck Norris lui fit l'amour, Mimy Mathie grandit de 30 cm.
 ",6.72 / 10 
9811,"
        Pour qu'il cesse de pleuvoir des cordes, Chuck Norris a décidé que l'avenir du string sera le wifi
 ",6.72 / 10 
9812,"
        C'est pas le pere castor qui raconte une histoire a ChucK Norris , c'est Chuck Norris qui lui en raconte une
 ",6.72 / 10 
9813,"
        Demander a Chuck de resoudre :

1 bottage de cul - 2 bottages de cul , combien en reste-t-il ?
A ce moment il regardera fixement l'horizon en plissant des yeux et restera ainsi immobile durant plusieurs années.
 ",6.72 / 10 
9814,"
        Si Chuck Norris était un calendrier, chaque mois s'appellerai Chucktembre, et chaque jour il vous collerait un coup de pied au cul.
 ",6.72 / 10 
9815,"
        Chuck Norris mange les poulets avec les plumes, les moutons avec la laine, et les boeufs avec les cornes.
 ",6.72 / 10 
9816,"
        Chuck Norris sait enlever le virus msn.
 ",6.72 / 10 
9817,"
        l'hyper espace existe simplement car il ne veux pas être sur la même planète que chuck norris.
 ",6.72 / 10 
9818,"
        Quand on pointe Chuck Norris du doigt, l'imbécile regarde le doigt.
 ",6.72 / 10 
9819,"
        Chuck Norris, lui, n'a pas besoin d'épinard.
 ",6.72 / 10 
9820,"
        Chuck Norris peut monter le mont Everest en descandant. It's a fact!
 ",6.72 / 10 
9821,"
        Ségolène Royal est toujours à la recherche de la Chuckitude...
 ",6.72 / 10 
9822,"
        Chuck Norris peut te tuer avec son petit orteil.
 ",6.71 / 10 
9823,"
        Chuck Norris peut melanger de l'eau et de l'huile.
 ",6.71 / 10 
9824,"
        Le Far west est parti loin sans donner d'explications, il n'a pas pu supporter quand les bottes de Chuck Norris lui ont marché dessus
 ",6.71 / 10 
9825,"
        La vérité peut blesser, et comme elle sort de la bouche de Chuck Norris, quand il vous parle, ça vous blesse...Après, ses poings s'occupent du reste.
 ",6.71 / 10 
9826,"
        Depuis qu'il connait Chuck Norris, Francis Cabrel n'ose plus dire: ""C'était mieux avant!""
 ",6.71 / 10 
9827,"
        De la Lune on peut voir la muraille de Chine, sauf si Chuck Norris est assis dessus
 ",6.71 / 10 
9828,"
        Si la garde républicaine Irakienne a disparue lors de l'invasion de l'Irak par la Coalition, c'est parce que Chuck Norris a été envoyé sur place par les Américains.
 ",6.71 / 10 
9829,"
        M.Propre était videur et ne voulait pas laisser chuck rentrer en boite, maintenant il est femme de ménage !!
 ",6.7 / 10 
9830,"
        Chuck Norris sait faire la roue sur un doigt.
 ",6.7 / 10 
9831,"
        Chuck Norris est le seul barbu-poilu authentique de la planète. Les autres hommes portent des pastiches pour se faire accepter par Chuck Norris.
 ",6.7 / 10 
9832,"
        Chuck Norris peut retenir toutes les phrases sur lui-même.
 ",6.7 / 10 
9833,"
        Chuck Norris gère sa pousée de cheveux.
 ",6.7 / 10 
9834,"
        Lorsque Chuck Norris veut se faire tatouer le biceps, le tatoueur a la place de reproduire la Joconde !
 ",6.7 / 10 
9835,"
        Fabien Barthez ne crache pas sur Chuck Norris.
 ",6.7 / 10 
9836,"
        Chuck Norris apporte toujours son 6-coups au casino quand il veut jouer à la roulette.
 ",6.7 / 10 
9837,"
        Quand Chuck Norris va faire les courses pour la semaine, il ne prend pas de Caddie.
 ",6.7 / 10 
9838,"
        Chuck Norris peut débogguer du PHP.
 ",6.7 / 10 
9839,"
        Buggs Bunny ne demande pas ""quoi de neuf docteur"" à Chuck Norris.
 ",6.69 / 10 
9840,"
        Chuck Norris a débriqué un ipod shuffle avec un stylo .
 ",6.69 / 10 
9841,"
        Si Chuck Norris avait joué l'extraterrestre dans E.T. ça aurait donné le jeu ""destruct all humans"".
 ",6.69 / 10 
9842,"
        Sergio leone a réalisé il etait une fois Chuck Norris
 ",6.69 / 10 
9843,"
        Chuck Norris s'est fait dégroupé par France Telecom en 2001.
 ",6.69 / 10 
